 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt
1-01202-7501,692-R1,9,1,36,1988,115502,5431248.078,47.02297863,27292021.59,236.2904676
1-01203-7501,1000-R1,9,1,47,1927,39942,1502553.45,37.61838291,7277993.274,182.2140422
1-01203-7502,1008-R1,9,1,11,1960,19902,748681.0567,37.61838291,3626423.868,182.2140422
1-01206-7501,1257-R1,9,1,85,1929,130259,4593874.631,35.26723398,22203727.37,170.4582975
1-01209-7501,839-R1,9,1,18,1991,53656,2207681.824,41.1451063,11101485.74,206.901106
1-01210-7501,204-R1,9,1,147,1986,215942,8884956.545,41.1451063,44678638.63,206.901106
1-01210-7502,669-R1,9,1,91,1920,60653,2139063.543,35.26723398,10338807.12,170.4582975
1-01212-7501,36-R1,9,2,134,1900,148751,4721432.689,31.74051058,22907691.93,154.000255
1-01213-7503,512-R1,9,1,36,1912,35516,1127295.974,31.74051058,5469473.057,154.000255
1-01213-7504,722-R1,9,2,59,0,48846,1665241.2,34.09165951,6488698.469,132.8399146
1-01216-7501,391-R1,9,1,47,1986,27600,1005821.513,36.44280844,4866878.289,176.3361699
1-01216-7502,757-R1,9,1,79,1929,72721,2308201.67,31.74051058,11199052.54,154.000255
1-01216-7503,1031-R1,9,1,38,1998,70430,3063441.257,43.49625524,15400001.99,218.6568506
1-01219-7501,242-R1,9,1,108,1985,145070,5286758.22,36.44280844,25581088.17,176.3361699
1-01220-7501,252-R1,9,1,47,1900,33570,1420705.253,42.32068077,7142990.302,212.7789783
1-01220-7502,521-R1,9,1,13,1989,27389,1126923.316,41.1451063,5666814.392,206.901106
1-01220-7503,618-R1,9,1,26,1989,54778,2253846.633,41.1451063,11333628.78,206.901106
1-01220-7504,774-R1,9,1,59,1990,60767,2500264.675,41.1451063,12572759.51,206.901106
1-01223-7501,357-R1,9,2,93,1930,100964,2848576.809,28.21378718,12699904.93,125.7864678
1-01223-7502,550-R1,9,1,53,1925,62389,1759496.54,28.20203144,7847691.94,125.7864678
1-01223-7503,1645-R1,9,1,279,1973,246842,6674166.502,27.03821271,29888658.69,121.08417
1-01228-7501,508-R1,9,1,123,1987,132774,5463000.344,41.1451063,27471087.45,206.901106
1-01228-7502,490-R1,9,1,28,1910,27772,1077385.784,38.79395737,5223688.649,188.0919145
1-01228-7503,1487-R1,9,1,12,2004,21807,999794.3427,45.84740417,5024607.466,230.4125953
1-01229-7501,261-R1,9,1,55,1920,80629,2369634.84,29.38936165,10615964.09,131.6643402
1-01230-7501,590-R1,9,2,97,1923,155319,5477671.515,35.26723398,26658001.37,171.633872
1-01231-7501,386-R1,9,1,306,1985,369189,15190320.65,41.1451063,76385612.42,206.901106
1-01232-7501,616-R1,9,2,76,1915,147022,5185059.274,35.26723398,25233955.13,171.633872
1-01232-7502,1230-R1,9,1,89,1915,123646,4360652.413,35.26723398,21221841.74,171.633872
1-01233-7501,296-R1,9,1,45,1912,79554,2525084.579,31.74051058,12251336.29,154.000255
1-01233-7502,892-R1,9,1,57,1986,60115,2544107.724,42.32068077,12791208.28,212.7789783
1-01234-7501,600-R1,9,2,354,1987,412000,16951783.8,41.1451063,85243255.67,206.901106
1-01235-7501,74-R1,9,1,60,1920,56306,1787181.189,31.74051058,8671138.358,154.000255
1-01236-7501,428-R1,9,2,142,1986,134054,5515666.08,41.1451063,27735920.86,206.901106
1-01237-7501,285-R1,9,1,72,1920,147994,4697405.123,31.74051058,22791113.74,154.000255
1-01237-7502,384-R1,9,1,157,1985,170760,7025938.352,41.1451063,35330432.86,206.901106
1-01238-7501,1117-R1,9,1,93,1922,166559,5971976.478,35.85502121,28978771.1,173.9850209
1-01238-7503,1265-R1,9,1,84,1920,118026,4162450.558,35.26723398,20257259.38,171.633872
1-01239-7501,732-R1,9,1,37,1913,59951,1902875.35,31.74051058,9232469.288,154.000255
1-01239-7502,1089-R1,9,1,47,1916,92402,3258762.954,35.26723398,15750687.61,170.4582975
1-01240-7501,387-R1,9,1,15,1900,15815,557751.3054,35.26723398,2695797.975,170.4582975
1-01240-7502,1727-R1,9,1,58,1926,116997,2544465.687,21.74812762,10315401.43,88.16808494
1-01241-7501,200-R1,9,1,15,1930,16506,562716.9319,34.09165951,2735968.531,165.7559997
1-01243-7501,415-R1,9,1,212,1986,145085,5969537.748,41.1451063,30018246.96,206.901106
1-01244-7501,221-R1,9,1,24,1920,20118,721331.3167,35.85502121,3500230.65,173.9850209
1-01245-7501,29-R1,9,2,17,1920,25216,859655.2862,34.09165951,4150060.002,164.5804252
1-01246-7501,78-R1,9,1,22,1910,28436,1019573.383,35.85502121,4947438.054,173.9850209
1-01247-7501,740-R1,9,1,70,1950,90566,2768144.004,30.56493611,13414851.71,148.1223827
1-01250-7503,1692-R1,9,1,24,1920,60480,1564883.349,25.87439399,6967676.885,115.2062977
1-01250-7504,1747-R1,9,1,54,1923,55190,1038079.276,18.80919145,4217197.06,76.41234028
1-01251-7501,1129-R1,9,1,51,1911,78380,2487821.219,31.74051058,12070539.99,154.000255
1-01252-7501,149-R1,9,1,32,1920,32750,1078001.785,32.91608504,4273507.077,130.4887657
1-01253-7501,533-R1,9,1,30,1902,32905,1083103.778,32.91608504,5260789.782,159.8781274
1-01253-7502,647-R1,9,1,104,1989,167752,6902173.872,41.1451063,34708074.33,206.901106
1-01253-7503,1608-R1,9,1,261,1931,208241,5877715.283,28.22554292,26193899.84,125.7864678
1-01859-7501,1027-R1,9,1,56,1990,39543,1155170.667,29.21302548,5159917.262,130.4887657
1-01868-7501,93-R1,9,1,302,1983,358000,10521391.47,29.38936165,47135833.79,131.6643402
1-01869-7501,516-R1,9,1,56,1901,80242,2169600.264,27.03821271,9716035.969,121.08417
1-01869-7502,708-R1,9,1,61,1914,97950,2418097.897,24.68706378,10823866.78,110.5039998
1-01870-7501,353-R1,9,1,31,1920,49780,1228922.035,24.68706378,5500889.11,110.5039998
1-01870-7502,438-R1,9,2,79,1911,163616,3269827.461,19.98476592,13271652.63,81.11463814
1-01870-7503,1161-R1,9,1,32,1912,32752,924057.9577,28.21378718,4119758.393,125.7864678
1-01874-7501,362-R1,9,2,345,1927,221974,5479886.296,24.68706378,24529014.85,110.5039998
1-01875-7501,1338-R1,9,1,83,2003,110625,3901437.759,35.26723398,18986997.09,171.633872
1-01876-7501,464-R1,9,1,46,1930,33324,861846.557,25.86263825,3839134.665,115.2062977
1-01878-7501,1406-R1,9,1,64,2004,109623,3750116.991,34.20921696,18170669.96,165.7559997
1-01880-7501,519-R1,9,1,44,1925,42503,939350.3007,22.10079996,3797373.555,89.3436594
1-01881-7501,188-R1,9,1,148,1920,107102,3021753.035,28.21378718,13471982.27,125.7864678
1-01881-7502,291-R1,9,1,36,1911,59769,1685607.217,28.20203144,7518131.394,125.7864678
1-01881-7503,1410-R1,9,1,49,1900,49828,1344331.237,26.97943399,6033382.023,121.08417
1-01882-7501,312-R1,9,1,56,1920,70493,1988874.5,28.21378718,8867065.475,125.7864678
1-01882-7502,1588-R1,9,1,55,2005,79805,3283585.208,41.1451063,16417926.04,205.7255315
1-01883-7501,532-R1,9,2,135,1930,147648,3627638.472,24.56950634,16142123.34,109.3284253
1-01883-7502,718-R1,9,1,71,1990,46573,1368750.74,29.38936165,6132003.316,131.6643402
1-01887-7501,1703-R1,9,1,61,1920,45808,861611.4419,18.80919145,3500296.484,76.41234028
1-01888-7501,315-R1,9,1,32,1910,39500,789862.6056,19.99652166,3204028.207,81.11463814
1-01889-7501,872-R1,9,1,106,1928,195971,4768835.025,24.33439144,21194822.34,108.1528509
1-01893-7501,831-R1,9,2,137,1920,165106,4075982.352,24.68706378,18244873.39,110.5039998
1-01894-7501,497-R1,9,2,151,1926,192853,3854122.062,19.98476592,15643201.31,81.11463814
1-01896-7501,202-R1,9,2,46,1911,63300,1555249.751,24.56950634,6920489.321,109.3284253
